"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"09.07.2021","120,86","120,32","121,10","120,32","59,43K","0,47%"
"08.07.2021","120,30","120,18","120,98","120,10","210,50K","0,10%"
"07.07.2021","120,18","119,56","120,18","118,50","125,13K","0,81%"
"06.07.2021","119,22","118,90","119,76","118,16","147,01K","0,71%"
"05.07.2021","118,38","118,20","118,96","117,00","264,39K","0,42%"
"02.07.2021","117,88","119,50","120,76","117,12","666,39K","-1,36%"
"01.07.2021","119,50","120,64","121,98","119,26","658,70K","-0,83%"
"30.06.2021","120,50","118,96","120,66","118,88","119,57K","1,36%"
"29.06.2021","118,88","119,02","120,26","118,06","118,62K","-1,07%"
"28.06.2021","120,16","121,50","121,50","119,70","77,39K","-0,20%"
"25.06.2021","120,40","120,56","121,88","120,10","152,73K","-0,40%"
"24.06.2021","120,88","120,84","121,46","120,08","109,84K","0,03%"
"23.06.2021","120,84","119,14","120,90","119,10","329,74K","1,48%"
"22.06.2021","119,08","119,40","120,56","119,08","77,39K","-0,27%"
"21.06.2021","119,40","118,20","119,94","118,00","120,56K","0,71%"
"18.06.2021","118,56","118,30","119,46","117,90","202,36K","0,87%"
"17.06.2021","117,54","121,50","121,52","117,54","468,49K","-3,26%"
"16.06.2021","121,50","122,60","122,60","121,06","106,88K","0,08%"
"15.06.2021","121,40","122,92","123,94","120,88","372,55K","-1,28%"
"14.06.2021","122,98","123,66","124,42","122,32","152,32K","-0,02%"
"11.06.2021","123,00","123,80","123,80","122,06","174,83K","0,11%"
"10.06.2021","122,86","124,00","124,00","122,66","203,02K","-0,61%"
"09.06.2021","123,62","124,30","124,34","122,08","400,70K","-0,29%"
"08.06.2021","123,98","122,80","124,86","122,22","371,98K","0,96%"
"07.06.2021","122,80","119,00","122,96","118,90","408,67K","3,61%"
"04.06.2021","118,52","118,36","119,26","118,02","131,05K","0,32%"
"03.06.2021","118,14","117,16","118,30","116,60","180,78K","0,84%"
"02.06.2021","117,16","117,00","117,50","116,66","84,40K","0,57%"
"01.06.2021","116,50","118,00","119,20","115,06","734,11K","-1,20%"
"31.05.2021","117,92","117,00","118,00","116,04","66,10K","0,17%"
"28.05.2021","117,72","117,48","117,80","116,28","102,93K","1,31%"
"27.05.2021","116,20","116,00","116,44","114,98","121,75K","1,06%"
"26.05.2021","114,98","118,02","118,02","114,88","479,06K","-2,03%"
"25.05.2021","117,36","117,68","118,04","117,02","126,77K","-0,36%"
"24.05.2021","117,78","117,98","118,96","117,28","159,95K","-0,14%"
"21.05.2021","117,94","118,50","118,82","117,02","169,55K","-0,07%"
"20.05.2021","118,02","120,98","123,00","117,54","162,80K","-0,56%"
"19.05.2021","118,68","120,90","122,08","118,06","266,21K","-1,84%"
"18.05.2021","120,90","121,38","123,00","120,52","149,31K","-1,71%"
"17.05.2021","123,00","122,50","123,56","121,52","193,05K","1,25%"
"14.05.2021","121,48","122,22","123,40","121,32","74,77K","-0,48%"
"13.05.2021","122,06","122,50","126,26","120,74","202,70K","0,33%"
"12.05.2021","121,66","123,00","123,00","121,40","42,69K","-0,23%"
"11.05.2021","121,94","123,48","123,48","121,06","69,09K","-0,20%"
"10.05.2021","122,18","123,02","123,02","121,18","88,70K","-0,03%"
"07.05.2021","122,22","122,26","123,00","121,80","58,84K","0,23%"
"06.05.2021","121,94","122,00","122,64","121,60","112,14K","0,02%"
"05.05.2021","121,92","123,52","123,98","121,62","122,35K","-0,15%"
"04.05.2021","122,10","122,30","134,00","122,10","214,89K","-0,16%"
"30.04.2021","122,30","123,08","123,90","122,00","121,41K","-0,63%"
"29.04.2021","123,08","123,00","124,00","122,04","68,83K","-0,03%"
"28.04.2021","123,12","122,50","124,00","122,48","74,98K","0,46%"
"27.04.2021","122,56","126,42","127,40","122,56","992,65K","-3,42%"
"26.04.2021","126,90","126,44","126,90","125,50","194,77K","0,79%"
"23.04.2021","125,90","125,98","126,10","124,50","236,68K","-0,06%"
"22.04.2021","125,98","128,48","128,48","124,06","373,64K","-0,80%"
"21.04.2021","127,00","126,84","128,06","126,10","143,34K","0,06%"
"20.04.2021","126,92","129,52","129,52","126,58","164,46K","-1,23%"
"19.04.2021","128,50","126,06","129,94","126,06","372,30K","0,50%"
"16.04.2021","127,86","125,00","129,26","123,34","801,95K","2,60%"
"15.04.2021","124,62","123,00","125,94","122,08","430,51K","1,23%"
"14.04.2021","123,10","122,20","123,76","120,18","286,18K","0,89%"
"13.04.2021","122,02","118,54","122,20","118,54","178,78K","2,94%"
"12.04.2021","118,54","120,00","120,00","118,14","209,93K","-0,30%"
"09.04.2021","118,90","119,58","120,66","118,30","232,67K","-0,57%"
"08.04.2021","119,58","119,80","121,18","119,20","181,78K","-0,25%"
"07.04.2021","119,88","121,34","122,78","119,10","344,62K","-1,20%"
"06.04.2021","121,34","125,16","125,16","121,10","406,12K","-3,04%"
"05.04.2021","125,14","123,40","125,84","123,34","144,41K","1,41%"
"02.04.2021","123,40","123,58","123,58","122,50","67,05K","0,98%"
"01.04.2021","122,20","122,84","123,88","121,50","318,09K","-0,24%"
"31.03.2021","122,50","122,50","123,96","121,00","512,55K","0,25%"
"30.03.2021","122,20","123,00","123,70","122,10","138,09K","-0,47%"
"29.03.2021","122,78","123,00","124,98","122,70","196,15K","-0,20%"
"26.03.2021","123,02","126,50","126,50","122,82","146,98K","-2,37%"
"25.03.2021","126,00","125,40","126,40","124,34","254,09K","0,96%"
"24.03.2021","124,80","124,50","126,50","123,82","191,21K","-0,18%"
"23.03.2021","125,02","123,88","125,54","122,52","358,71K","1,49%"
"22.03.2021","123,18","122,56","123,68","122,54","132,32K","0,51%"
"19.03.2021","122,56","122,52","123,60","122,50","159,47K","-0,03%"
"18.03.2021","122,60","123,00","123,90","122,02","226,88K","0,44%"
"17.03.2021","122,06","122,78","123,80","121,00","191,99K","-0,94%"
"16.03.2021","123,22","122,22","124,16","122,22","128,21K","0,79%"
"15.03.2021","122,26","124,50","126,00","122,00","236,39K","0,63%"
"12.03.2021","121,50","124,42","126,94","120,02","422,16K","-2,39%"
"11.03.2021","124,48","123,90","125,00","123,14","118,87K","0,96%"
"10.03.2021","123,30","123,00","125,76","121,40","147,20K","0,24%"
"09.03.2021","123,00","125,90","125,90","122,98","200,63K","-0,87%"
"05.03.2021","124,08","125,00","126,50","124,02","110,59K","-0,74%"
"04.03.2021","125,00","129,00","129,00","125,00","146,99K","-3,09%"
"03.03.2021","128,98","129,00","130,80","128,52","116,93K","0,22%"
"02.03.2021","128,70","125,20","129,10","124,20","334,06K","3,79%"
"01.03.2021","124,00","131,00","131,82","122,86","812,99K","-4,82%"
"26.02.2021","130,28","132,66","133,34","128,00","367,01K","-2,05%"
"25.02.2021","133,00","131,58","133,38","130,10","201,17K","0,41%"
"24.02.2021","132,46","133,00","133,24","129,00","199,98K","-0,03%"
"22.02.2021","132,50","132,12","134,46","132,06","101,98K","-0,99%"
"20.02.2021","133,82","134,68","134,68","132,90","24,41K","-0,30%"
"19.02.2021","134,22","134,14","135,00","131,96","90,87K","0,48%"
"18.02.2021","133,58","133,06","134,30","129,10","249,72K","0,23%"
"17.02.2021","133,28","133,60","135,30","133,12","159,81K","-0,10%"
"16.02.2021","133,42","134,62","134,76","132,84","142,91K","-0,51%"
"15.02.2021","134,10","134,00","134,92","133,64","79,07K","0,21%"
"12.02.2021","133,82","133,70","134,52","133,40","123,99K","0,09%"
"11.02.2021","133,70","133,20","134,38","132,80","88,66K","0,33%"
"10.02.2021","133,26","134,90","135,72","133,16","87,43K","-0,37%"
"09.02.2021","133,76","135,96","135,96","133,60","175,43K","-1,36%"
"08.02.2021","135,60","136,40","136,76","132,60","115,48K","-0,31%"
"05.02.2021","136,02","136,46","136,96","135,08","93,87K","-0,47%"
"04.02.2021","136,66","136,72","137,30","135,68","160,72K","-0,07%"
"03.02.2021","136,76","135,62","137,00","134,76","135,76K","0,56%"
"02.02.2021","136,00","135,50","136,98","134,02","125,66K","0,12%"
"01.02.2021","135,84","134,84","135,96","132,54","166,27K","0,71%"
"29.01.2021","134,88","136,30","136,78","134,02","129,40K","-0,82%"
"28.01.2021","136,00","136,78","137,52","132,50","253,26K","-0,58%"
"27.01.2021","136,80","138,82","139,58","136,02","453,06K","-1,30%"
"26.01.2021","138,60","135,02","139,78","133,52","1,12M","2,47%"
"25.01.2021","135,26","132,50","135,40","132,50","346,72K","0,58%"
"22.01.2021","134,48","133,96","134,48","129,82","353,64K","0,75%"
"21.01.2021","133,48","132,32","134,00","130,58","411,22K","1,06%"
"20.01.2021","132,08","132,62","133,00","128,68","302,28K","0,27%"
"19.01.2021","131,72","130,50","132,98","130,00","390,70K","1,17%"
"18.01.2021","130,20","130,00","130,50","127,34","95,10K","0,68%"
"15.01.2021","129,32","129,28","130,50","128,20","183,29K","0,03%"
"14.01.2021","129,28","127,50","129,90","127,50","112,96K","-0,12%"
"13.01.2021","129,44","129,16","129,84","126,32","407,63K","0,11%"
"12.01.2021","129,30","130,54","130,90","129,00","203,47K","-1,40%"
"11.01.2021","131,14","131,20","132,20","129,50","254,30K","-0,08%"
"08.01.2021","131,24","129,20","131,30","128,26","368,20K","1,08%"
"06.01.2021","129,84","128,50","129,98","127,90","270,29K","1,04%"
"05.01.2021","128,50","127,50","129,50","125,98","166,26K","0,77%"
"04.01.2021","127,52","126,52","127,88","124,60","238,69K","2,43%"
"30.12.2020","124,50","126,82","126,82","124,14","292,61K","-1,57%"
"29.12.2020","126,48","126,12","128,10","125,40","304,02K","-0,24%"
"28.12.2020","126,78","126,48","127,70","125,02","160,05K","-0,02%"
"25.12.2020","126,80","126,60","127,76","124,80","283,20K","0,88%"
"24.12.2020","125,70","125,02","125,70","124,08","215,51K","0,77%"
"23.12.2020","124,74","125,00","125,70","123,02","142,18K","0,06%"
"22.12.2020","124,66","122,20","125,82","121,32","133,06K","0,69%"
"21.12.2020","123,80","125,00","127,18","123,80","444,64K","-2,69%"
"18.12.2020","127,22","124,98","127,58","123,02","338,73K","1,86%"
"17.12.2020","124,90","126,00","126,00","122,82","250,16K","-0,35%"
"16.12.2020","125,34","125,88","126,04","125,06","150,61K","0,22%"
"15.12.2020","125,06","124,30","126,72","123,84","441,80K","1,00%"
"14.12.2020","123,82","120,02","125,02","120,02","464,78K","3,10%"
"11.12.2020","120,10","117,00","120,98","116,32","444,92K","2,60%"
"10.12.2020","117,06","116,44","117,16","115,88","234,66K","0,50%"
"09.12.2020","116,48","116,92","117,26","116,04","348,31K","0,34%"
"08.12.2020","116,08","116,70","118,34","115,24","314,01K","-0,03%"
"07.12.2020","116,12","118,22","119,90","115,90","547,42K","-2,60%"
"04.12.2020","119,22","120,18","121,06","118,92","278,77K","-0,75%"
"03.12.2020","120,12","121,20","122,20","119,70","617,68K","-0,89%"
"02.12.2020","121,20","123,60","125,82","121,00","492,86K","-1,70%"
"01.12.2020","123,30","123,48","123,86","122,54","157,71K","0,47%"
"30.11.2020","122,72","123,80","123,90","122,50","223,19K","-0,95%"
"27.11.2020","123,90","124,22","124,86","122,80","222,04K","-0,27%"
"26.11.2020","124,24","124,84","125,94","123,70","304,22K","-0,77%"
"25.11.2020","125,20","125,84","126,80","124,06","325,04K","-0,48%"
"24.11.2020","125,80","126,20","128,30","125,64","393,33K","-0,62%"
"23.11.2020","126,58","128,72","129,48","126,40","433,07K","-1,59%"
"20.11.2020","128,62","128,00","129,60","128,00","416,41K","0,64%"
"19.11.2020","127,80","126,40","131,60","126,40","1,31M","-6,93%"
"18.11.2020","137,32","135,80","137,50","135,22","1,46M","1,27%"
"17.11.2020","135,60","134,50","135,96","134,50","985,16K","0,15%"
"16.11.2020","135,40","134,80","136,08","134,16","798,70K","0,94%"
"13.11.2020","134,14","134,94","134,94","133,62","364,61K","-0,33%"
"12.11.2020","134,58","134,40","135,48","133,74","331,61K","0,61%"
"11.11.2020","133,76","134,00","136,12","133,68","721,00K","-0,01%"
"10.11.2020","133,78","134,98","134,98","132,52","552,11K","-0,01%"
"09.11.2020","133,80","131,72","134,96","131,72","663,51K","0,83%"
"06.11.2020","132,70","130,42","132,70","129,64","427,12K","1,58%"
"05.11.2020","130,64","130,00","131,98","129,20","399,13K","1,90%"
"03.11.2020","128,20","127,90","128,74","127,50","305,09K","0,41%"
"02.11.2020","127,68","128,00","128,00","125,64","442,11K","0,54%"
"30.10.2020","127,00","127,80","127,80","124,64","389,50K","-0,16%"
"29.10.2020","127,20","127,48","127,96","126,20","385,52K","0,51%"
"28.10.2020","126,56","130,20","130,50","126,18","756,41K","-2,57%"
"27.10.2020","129,90","130,50","131,50","128,88","335,87K","-0,46%"
"26.10.2020","130,50","132,00","132,50","130,00","641,32K","-0,96%"
"23.10.2020","131,76","128,82","132,56","128,10","978,31K","2,38%"
"22.10.2020","128,70","128,52","128,82","127,04","672,51K","1,35%"
"21.10.2020","126,98","128,70","128,94","126,50","254,48K","-1,03%"
"20.10.2020","128,30","127,76","128,60","126,90","366,58K","0,72%"
"19.10.2020","127,38","127,80","128,00","126,54","347,68K","0,41%"
"16.10.2020","126,86","127,80","128,92","126,04","433,92K","-0,74%"
"15.10.2020","127,80","126,90","128,18","126,38","499,61K","0,71%"
"14.10.2020","126,90","125,60","127,00","125,00","889,87K","1,89%"
"13.10.2020","124,54","124,00","125,90","123,94","621,74K","0,50%"
"12.10.2020","123,92","122,44","124,00","121,00","269,71K","1,74%"
"09.10.2020","121,80","123,50","123,92","121,56","182,65K","-0,94%"
"08.10.2020","122,96","122,82","123,60","122,66","123,43K","0,11%"
"07.10.2020","122,82","124,20","124,22","122,64","112,92K","-1,11%"
"06.10.2020","124,20","124,00","125,00","123,80","276,02K","0,08%"
"05.10.2020","124,10","124,00","124,20","122,60","344,91K","0,70%"
"02.10.2020","123,24","123,32","123,80","120,30","315,76K","0,36%"
"01.10.2020","122,80","122,40","123,92","122,22","236,37K","0,33%"
"30.09.2020","122,40","125,00","125,00","122,28","724,63K","-2,28%"
"29.09.2020","125,26","126,82","127,68","124,14","737,21K","-1,12%"
"28.09.2020","126,68","124,56","126,70","124,02","353,08K","2,49%"
"25.09.2020","123,60","123,22","124,00","122,74","237,87K","0,32%"
"24.09.2020","123,20","122,54","123,98","120,20","350,68K","0,46%"
"23.09.2020","122,64","124,00","124,86","122,20","442,75K","-0,02%"
"22.09.2020","122,66","123,50","124,98","122,30","420,14K","-0,52%"
"21.09.2020","123,30","121,00","124,84","119,72","1,69M","1,85%"
"18.09.2020","121,06","121,80","121,88","120,10","234,85K","0,48%"
"17.09.2020","120,48","120,40","121,46","119,52","148,80K","0,07%"
"16.09.2020","120,40","121,80","121,86","119,78","500,68K","-1,26%"
"15.09.2020","121,94","120,48","122,20","120,48","430,19K","1,23%"
"14.09.2020","120,46","117,96","120,60","117,96","391,49K","2,12%"
"11.09.2020","117,96","118,52","118,98","117,28","329,25K","-0,25%"
"10.09.2020","118,26","118,02","118,74","117,52","169,06K","-0,10%"
"09.09.2020","118,38","116,50","118,50","115,74","334,07K","1,32%"
"08.09.2020","116,84","115,14","117,98","115,00","469,07K","0,74%"
"07.09.2020","115,98","114,04","116,56","114,04","133,32K","1,38%"
"04.09.2020","114,40","114,02","114,70","112,40","367,79K","-0,19%"
"03.09.2020","114,62","116,84","116,84","114,50","241,85K","0,09%"
"02.09.2020","114,52","117,60","118,88","114,20","464,20K","-2,55%"
"01.09.2020","117,52","116,50","118,00","116,02","185,53K","1,05%"
"31.08.2020","116,30","118,00","118,20","116,00","450,15K","-0,55%"
"28.08.2020","116,94","119,28","119,40","115,56","530,82K","-0,73%"
"27.08.2020","117,80","118,90","119,32","116,84","199,58K","-0,67%"
"26.08.2020","118,60","115,00","119,66","115,00","767,47K","2,95%"
"25.08.2020","115,20","113,90","115,38","113,30","306,41K","1,14%"
"24.08.2020","113,90","113,44","114,40","113,16","167,46K","0,67%"
"21.08.2020","113,14","112,20","113,50","110,52","696,98K","1,84%"
"20.08.2020","111,10","111,32","111,60","110,22","841,73K","-0,25%"
"19.08.2020","111,38","109,60","111,40","109,52","1,44M","1,25%"
"18.08.2020","110,00","110,54","110,78","109,78","241,89K","-0,07%"
"17.08.2020","110,08","111,96","111,96","109,68","625,00K","-1,01%"
"14.08.2020","111,20","111,68","111,68","110,56","154,49K","0,18%"
"13.08.2020","111,00","111,60","112,00","110,52","433,27K","0,04%"
"12.08.2020","110,96","110,92","111,60","110,20","455,81K","0,13%"
"11.08.2020","110,82","110,96","111,00","110,22","233,11K","0,62%"
"10.08.2020","110,14","110,08","111,00","109,92","292,46K","0,05%"
"07.08.2020","110,08","110,40","110,40","108,80","308,42K","0,44%"
"06.08.2020","109,60","110,40","110,68","109,40","247,27K","0,27%"
"05.08.2020","109,30","110,32","111,56","108,58","707,71K","-1,46%"
"04.08.2020","110,92","111,00","111,20","110,10","265,56K","0,74%"
"03.08.2020","110,10","109,00","110,10","108,08","441,46K","1,01%"
"31.07.2020","109,00","110,48","110,82","108,90","273,86K","-0,42%"
"30.07.2020","109,46","112,06","112,36","109,12","398,66K","-2,27%"
"29.07.2020","112,00","112,00","112,30","110,82","224,81K","0,90%"
"28.07.2020","111,00","112,16","112,16","110,16","250,08K","-0,89%"
"27.07.2020","112,00","111,86","113,50","109,20","641,14K","2,12%"
"24.07.2020","109,68","110,00","110,00","108,56","347,74K","0,35%"
"23.07.2020","109,30","110,30","110,70","108,70","344,08K","-0,31%"
"22.07.2020","109,64","110,00","110,78","109,00","215,31K","-0,24%"
"21.07.2020","109,90","112,00","113,00","109,46","739,24K","-1,59%"
"20.07.2020","111,68","119,00","119,50","110,60","1,61M","3,22%"
"17.07.2020","108,20","106,72","108,70","106,10","589,68K","1,79%"
"16.07.2020","106,30","102,00","106,30","101,00","832,28K","5,25%"
"15.07.2020","101,00","99,80","101,50","98,20","766,52K","2,04%"
"14.07.2020","98,98","99,24","100,70","97,78","162,07K","-1,10%"
"13.07.2020","100,08","98,24","100,08","97,50","307,07K","2,25%"
"10.07.2020","97,88","97,80","97,88","96,86","96,70K","0,84%"
"09.07.2020","97,06","99,40","99,70","96,80","311,40K","-2,28%"
"08.07.2020","99,32","98,50","99,94","98,42","248,87K","0,91%"
"07.07.2020","98,42","95,06","100,22","95,06","503,31K","-1,89%"
"06.07.2020","100,32","101,10","102,80","100,00","243,09K","-0,59%"
"03.07.2020","100,92","101,40","101,54","99,80","135,42K","-0,24%"
"02.07.2020","101,16","98,94","101,40","96,80","407,16K","2,99%"
"30.06.2020","98,22","98,48","98,48","97,16","489,27K","0,57%"
"29.06.2020","97,66","97,30","97,80","96,02","339,57K","1,41%"
"26.06.2020","96,30","95,62","97,30","95,50","296,33K","0,96%"
"25.06.2020","95,38","96,90","97,02","95,00","195,73K","-1,69%"
"23.06.2020","97,02","96,62","97,18","95,82","555,33K","0,87%"
"22.06.2020","96,18","94,92","101,36","94,60","679,99K","1,58%"
"19.06.2020","94,68","94,40","95,06","93,90","167,46K","0,74%"
"18.06.2020","93,98","94,24","95,80","93,00","167,96K","-1,05%"
"17.06.2020","94,98","95,18","97,76","94,70","309,61K","-0,23%"
"16.06.2020","95,20","93,00","95,48","93,00","377,79K","2,39%"
"15.06.2020","92,98","91,80","93,12","89,60","306,43K","1,07%"
"11.06.2020","92,00","92,24","92,50","90,24","460,86K","-0,26%"
"10.06.2020","92,24","92,00","92,60","91,70","387,71K","0,81%"
"09.06.2020","91,50","92,98","93,58","91,40","439,73K","-0,72%"
"08.06.2020","92,16","92,32","92,98","91,18","381,97K","-0,52%"
"05.06.2020","92,64","89,30","94,50","88,32","874,14K","4,44%"
"04.06.2020","88,70","88,02","89,30","86,44","753,10K","1,37%"
"03.06.2020","87,50","85,50","87,50","85,42","2,33M","2,41%"
"02.06.2020","85,44","89,70","89,70","85,30","846,67K","-2,86%"
"01.06.2020","87,96","90,10","90,90","86,90","437,58K","-0,92%"
"29.05.2020","88,78","91,02","91,02","88,08","198,93K","-1,55%"
"28.05.2020","90,18","91,00","92,70","89,22","274,97K","-0,02%"
"27.05.2020","90,20","91,08","92,46","89,76","486,86K","-1,10%"
"26.05.2020","91,20","92,00","93,40","91,00","434,28K","-0,87%"
"25.05.2020","92,00","89,88","93,92","89,88","189,01K","2,93%"
"22.05.2020","89,38","87,98","90,84","86,10","459,88K","3,19%"
"21.05.2020","86,62","87,98","89,38","83,70","1,13M","3,61%"
"20.05.2020","83,60","83,02","83,60","82,00","275,35K","0,89%"
"19.05.2020","82,86","83,30","84,00","82,50","135,08K","-0,53%"
"18.05.2020","83,30","83,48","83,74","82,50","236,83K","1,14%"
"15.05.2020","82,36","82,10","82,40","81,40","175,32K","1,73%"
"14.05.2020","80,96","82,10","83,12","80,72","271,18K","-1,36%"
"13.05.2020","82,08","83,92","83,92","81,98","161,31K","-1,08%"
"12.05.2020","82,98","84,50","85,36","82,30","477,20K","-1,80%"
"08.05.2020","84,50","83,52","84,50","83,22","202,95K","1,37%"
"07.05.2020","83,36","84,32","84,32","83,06","141,78K","-0,50%"
"06.05.2020","83,78","84,96","84,96","83,02","486,80K","-0,59%"
"05.05.2020","84,28","83,80","85,24","83,80","184,83K","0,17%"
"04.05.2020","84,14","85,86","86,00","83,60","278,59K","-2,16%"
"30.04.2020","86,00","85,86","86,22","83,20","836,42K","1,78%"
"29.04.2020","84,50","82,00","85,00","82,00","457,04K","3,05%"
"28.04.2020","82,00","80,10","82,00","79,50","208,50K","2,45%"
"27.04.2020","80,04","80,58","80,70","79,60","135,11K","0,55%"
"24.04.2020","79,60","81,00","81,40","79,52","153,02K","-1,73%"
"23.04.2020","81,00","82,12","82,12","79,76","189,88K","-0,49%"
"22.04.2020","81,40","80,00","82,12","80,00","146,68K","0,52%"
"21.04.2020","80,98","80,90","82,00","79,02","276,61K","-0,49%"
"20.04.2020","81,38","83,00","83,10","80,54","307,95K","-0,76%"
"17.04.2020","82,00","88,00","88,00","81,06","605,98K","-4,23%"
"16.04.2020","85,62","89,90","90,48","84,50","426,11K","-0,83%"
"15.04.2020","86,34","89,90","89,90","86,04","190,15K","-3,60%"
"14.04.2020","89,56","91,48","92,02","88,86","256,21K","-1,58%"
"13.04.2020","91,00","92,20","92,40","90,40","170,38K","-0,85%"
"10.04.2020","91,78","91,08","92,00","91,00","104,71K","0,86%"
"09.04.2020","91,00","93,02","93,62","90,00","425,00K","-2,15%"
"08.04.2020","93,00","95,00","95,98","92,60","120,86K","-0,94%"
"07.04.2020","93,88","99,84","101,84","92,44","775,94K","-2,31%"
"06.04.2020","96,10","99,84","99,84","95,00","145,04K","-0,31%"
"03.04.2020","96,40","98,56","98,56","96,00","302,01K","-2,82%"
"02.04.2020","99,20","100,00","102,80","96,08","199,85K","1,04%"
"01.04.2020","98,18","99,44","100,98","98,18","87,06K","-3,35%"
"31.03.2020","101,58","100,04","102,02","99,02","68,07K","0,47%"
"30.03.2020","101,10","103,26","104,00","100,40","72,36K","-2,83%"
"27.03.2020","104,04","105,00","106,82","103,78","73,97K","-2,09%"
"26.03.2020","106,26","107,00","108,82","104,08","105,45K","-0,39%"
"25.03.2020","106,68","106,88","111,70","106,68","395,20K","-0,17%"
"24.03.2020","106,86","104,58","110,66","100,00","671,36K","4,44%"
"23.03.2020","102,32","92,60","103,14","90,00","262,62K","10,50%"
"20.03.2020","92,60","87,00","95,92","76,80","681,80K","8,58%"
"19.03.2020","85,28","81,62","85,28","76,02","1,76M","9,61%"
"18.03.2020","77,80","85,70","87,98","73,84","1,02M","-12,88%"
"17.03.2020","89,30","97,52","97,52","87,50","292,77K","-7,90%"
"16.03.2020","96,96","100,60","100,76","96,00","115,58K","-3,50%"
"13.03.2020","100,48","101,54","106,72","99,54","254,23K","-2,56%"
"12.03.2020","103,12","113,60","113,60","102,62","301,05K","-11,10%"
"11.03.2020","116,00","118,34","118,34","114,00","183,48K","-1,28%"
"10.03.2020","117,50","110,00","118,00","106,60","176,49K","-0,73%"
"06.03.2020","118,36","120,86","121,50","117,40","195,42K","-2,90%"
"05.03.2020","121,90","122,00","123,80","120,04","218,42K","0,35%"
"04.03.2020","121,48","123,02","123,70","120,30","211,13K","-2,03%"
"03.03.2020","124,00","125,00","130,50","121,70","224,16K","0,42%"
"02.03.2020","123,48","125,46","131,00","122,90","263,23K","-1,22%"
"28.02.2020","125,00","131,02","131,22","124,04","144,01K","-4,74%"
"27.02.2020","131,22","135,74","135,74","131,08","166,95K","-2,50%"
"26.02.2020","134,58","140,42","140,42","134,40","187,99K","-2,55%"
"25.02.2020","138,10","139,00","140,00","138,00","152,14K","-1,22%"
"21.02.2020","139,80","140,50","140,80","139,52","139,00K","-0,16%"
"20.02.2020","140,02","140,50","140,82","139,52","164,04K","-0,10%"
"19.02.2020","140,16","139,38","140,80","139,00","136,05K","0,49%"
"18.02.2020","139,48","139,88","140,20","139,48","126,72K","-0,34%"
"17.02.2020","139,96","143,00","143,50","139,02","259,27K","-2,13%"
"14.02.2020","143,00","143,72","143,72","140,98","101,86K","0,21%"
"13.02.2020","142,70","141,22","143,32","140,92","22,39K","0,49%"
"12.02.2020","142,00","140,38","142,02","139,90","110,42K","1,97%"
"11.02.2020","139,26","141,90","142,42","139,26","40,15K","-1,50%"
"10.02.2020","141,38","145,00","145,00","140,38","22,27K","-1,08%"
"07.02.2020","142,92","143,00","143,00","140,26","66,21K","-0,06%"
"06.02.2020","143,00","143,60","143,60","95,00","45,92K","0,00%"
"05.02.2020","143,00","145,86","145,86","142,10","86,06K","-1,69%"
"04.02.2020","145,46","150,00","150,00","145,30","157,92K","-0,37%"
